apellido1,apellido2,nivel,nombre,name
MALDONADO,ALCUDIA,C,CESAR,"MALDONADO ALCUDIA, CESAR"
LEON,SANTIESTEBAN,C,MARTIN,"LEON SANTIESTEBAN, MARTIN"
SOLANO,NORIEGA,C,JESUS,"SOLANO NORIEGA, JESUS"
IZABAL,DE LA GARZA,C,EVELIA,"IZABAL DE LA GARZA, EVELIA"
OSUNA,LOPEZ,1,JOSE,"OSUNA LOPEZ, JOSE"
GRIJALVA,VERDUGO,1,ABEL,"GRIJALVA VERDUGO, ABEL"
GASTELUM,ESCALANTE,1,JORGE,"GASTELUM ESCALANTE, JORGE"
MORENO,CANDIL,C,DAVID,"MORENO CANDIL, DAVID"
COTA,YUCUPICIO,C,GISELA,"COTA YUCUPICIO, GISELA"
CORONEL,CABANILLAS,C,ANA,"CORONEL CABANILLAS, ANA"
MENDIETA,VEGA,C,ROBERTO,"MENDIETA VEGA, ROBERTO"
DIAZ,CAMACHO,2,SYLVIA,"DIAZ CAMACHO, SYLVIA"
MARTINEZ,VALENZUELA,1,MARIA,"MARTINEZ VALENZUELA, MARIA"
COLADO,VELAZQUEZ,C,JUVENTINO,"COLADO VELAZQUEZ, JUVENTINO"
TINAJERO,TREJO,1,MARIANA,"TINAJERO TREJO, MARIANA"
CUAN,HERNANDEZ,1,MARIA,"CUAN HERNANDEZ, MARIA"
ROJAS,MOLINA,2,MARIA,"ROJAS MOLINA, MARIA"
MARTINEZ,Y DIAZ DE SALAS,1,MAHINDA,"MARTINEZ Y DIAZ DE SALAS, MAHINDA"
HERNANDEZ,SANDOVAL,1,LUIS,"HERNANDEZ SANDOVAL, LUIS"
BAH,sin apellido Materno,2,MAMADOU,"BAH sin apellido Materno, MAMADOU"
GARCIA,ALCOCER,1,MARIA,"GARCIA ALCOCER, MARIA"
MEJIA,VAZQUEZ,1,MARIA,"MEJIA VAZQUEZ, MARIA"
IBARRA,ALVARADO,1,CESAR,"IBARRA ALVARADO, CESAR"
STEINMANN,sin apellido Materno,2,VICTOR,"STEINMANN sin apellido Materno, VICTOR"
GARCIA,OBREGON,2,OLGA,"GARCIA OBREGON, OLGA"
BERUMEN,SEGURA,1,LAURA,"BERUMEN SEGURA, LAURA"
CAMPOS,GUILLEN,1,JUAN,"CAMPOS GUILLEN, JUAN"
CERVANTES,CHAVEZ,1,JOSE,"CERVANTES CHAVEZ, JOSE"
BARCENAS,LUNA,1,ROLANDO,"BARCENAS LUNA, ROLANDO"
RODRIGUEZ,TORRES,1,ANGELINA,"RODRIGUEZ TORRES, ANGELINA"
DE LA TORRE,CARBOT,1,KARINA,"DE LA TORRE CARBOT, KARINA"
ESQUIVEL,NARANJO,1,EDGARDO,"ESQUIVEL NARANJO, EDGARDO"
CHAVEZ,SERVIN,1,JORGE,"CHAVEZ SERVIN, JORGE"
GARCIA,ARREDONDO,1,JOSE,"GARCIA ARREDONDO, JOSE"
LOPEZ,HIDALGO,C,MONICA,"LOPEZ HIDALGO, MONICA"
RIBEIRO,PALACIOS,C,MONICA,"RIBEIRO PALACIOS, MONICA"
GARRIDO,ESPINOSA,1,ETZEL,"GARRIDO ESPINOSA, ETZEL"
RAMIREZ,HERREJON,1,JUAN,"RAMIREZ HERREJON, JUAN"
SANCHEZ,TUSIE,1,ANA,"SANCHEZ TUSIE, ANA"
AHUMADA,SOLORZANO,C,SANTIAGA,"AHUMADA SOLORZANO, SANTIAGA"
LUNA,VAZQUEZ,1,FRANCISCO,"LUNA VAZQUEZ, FRANCISCO"
HERNANDEZ,CAMACHO,C,NORMA,"HERNANDEZ CAMACHO, NORMA"
ROMO,MANCILLAS,C,RUBEN,"ROMO MANCILLAS, RUBEN"
PEREZ,MENDOZA,C,MOISES,"PEREZ MENDOZA, MOISES"
CARDENAS,ROBLES,C,ARELY,"CARDENAS ROBLES, ARELY"
MONDRAGON,JACOBO,1,CANDELARIO,"MONDRAGON JACOBO, CANDELARIO"
CANTO,ALARCON,2,GERMINAL,"CANTO ALARCON, GERMINAL"
MERCADO,SILVA,2,EDMUNDO,"MERCADO SILVA, EDMUNDO"
VEGA,Y MURGUIA,1,CARLOS,"VEGA Y MURGUIA, CARLOS"
MILIAN,SUAZO,1,FELICIANO,"MILIAN SUAZO, FELICIANO"
SUZAN,AZPIRI,1,HUMBERTO,"SUZAN AZPIRI, HUMBERTO"
LOARCA,PIÑA,3,MA,"LOARCA PIÑA, MA"
REGALADO,GONZALEZ,3,CARLOS,"REGALADO GONZALEZ, CARLOS"
TORRES,PACHECO,2,IRINEO,"TORRES PACHECO, IRINEO"
YAHIA,KAZUZ,3,ELHADI,"YAHIA KAZUZ, ELHADI"
MARTINEZ,PENICHE,2,RAMON,"MARTINEZ PENICHE, RAMON"
GUEVARA,GONZALEZ,3,RAMON,"GUEVARA GONZALEZ, RAMON"
JONES,sin apellido Materno,2,ROBERT,"JONES sin apellido Materno, ROBERT"
REIS,DE SOUZA,1,TERCIA,"REIS DE SOUZA, TERCIA"
LOPEZ,GONZALEZ,2,CARLOS,"LOPEZ GONZALEZ, CARLOS"
MENDOZA,DIAZ,2,SANDRA,"MENDOZA DIAZ, SANDRA"
REYNOSO,CAMACHO,2,ROSALIA,"REYNOSO CAMACHO, ROSALIA"
GUEVARA,ESCOBAR,1,AURELIO,"GUEVARA ESCOBAR, AURELIO"
MOSQUEDA,GUALITO,2,JUAN,"MOSQUEDA GUALITO, JUAN"
GRACIDA,RODRIGUEZ,1,JORGE,"GRACIDA RODRIGUEZ, JORGE"
RAMOS,GOMEZ,1,MINERVA,"RAMOS GOMEZ, MINERVA"
HERNANDEZ,ITURRIAGA,1,MONTSERRAT,"HERNANDEZ ITURRIAGA, MONTSERRAT"
VERA,AVILA,1,HECTOR,"VERA AVILA, HECTOR"
GARCIA,ALMENDAREZ,1,BLANCA,"GARCIA ALMENDAREZ, BLANCA"
AMAYA,LLANO,2,SILVIA,"AMAYA LLANO, SILVIA"
ARVIZU,MEDRANO,1,SOFIA,"ARVIZU MEDRANO, SOFIA"
OCAMPO,VELAZQUEZ,1,ROSALIA,"OCAMPO VELAZQUEZ, ROSALIA"
ACEVEDO,WHITEHOUSE,2,KARINA,"ACEVEDO WHITEHOUSE, KARINA"
PACHECO,AGUILAR,1,JUAN,"PACHECO AGUILAR, JUAN"
FEREGRINO,PEREZ,1,ANA,"FEREGRINO PEREZ, ANA"
RAMOS,LOPEZ,1,MIGUEL,"RAMOS LOPEZ, MIGUEL"
CAMBRON,SANDOVAL,1,VICTOR,"CAMBRON SANDOVAL, VICTOR"
QUINTANILLA,GUERRERO,1,J.,"QUINTANILLA GUERRERO, J."
CAMPOS,VEGA,1,ROCIO,"CAMPOS VEGA, ROCIO"
RIVERA,PASTRANA,1,DULCE,"RIVERA PASTRANA, DULCE"
PINEDA,LOPEZ,1,RUBEN,"PINEDA LOPEZ, RUBEN"
AMARO,REYES,1,ALDO,"AMARO REYES, ALDO"
LANDEROS,JAIME,C,FIDEL,"LANDEROS JAIME, FIDEL"
CARRILLO,ANGELES,C,ISRAEL,"CARRILLO ANGELES, ISRAEL"
NAVA,MORALES,1,GERARDO,"NAVA MORALES, GERARDO"
SOTO,CORREA,C,JOSE,"SOTO CORREA, JOSE"
GARCIA,TREJO,1,JUAN,"GARCIA TREJO, JUAN"
TOVAR,PEREZ,C,ERIK,"TOVAR PEREZ, ERIK"
ESCAMILLA,GARCIA,C,MONSERRAT,"ESCAMILLA GARCIA, MONSERRAT"
SOTO,MUÑOZ,C,LOURDES,"SOTO MUÑOZ, LOURDES"
QUEIJEIRO,BOLAÑOS,1,MONICA,"QUEIJEIRO BOLAÑOS, MONICA"
PALMERIN,CARREÑO,C,DULCE,"PALMERIN CARREÑO, DULCE"
RICO,RODRIGUEZ,C,MIGUEL,"RICO RODRIGUEZ, MIGUEL"
GOMAA,sin apellido Materno,C,RAAFAT,"GOMAA sin apellido Materno, RAAFAT"
DURAN,AGUILAR,C,MARINA,"DURAN AGUILAR, MARINA"
CRUZ,ALDACO,C,KARINA,"CRUZ ALDACO, KARINA"
PEREZ,RAMIREZ,1,IZA,"PEREZ RAMIREZ, IZA"
AVILA,JUAREZ,1,LUCIANO,"AVILA JUAREZ, LUCIANO"
CERVANTES,JIMENEZ,C,MONICA,"CERVANTES JIMENEZ, MONICA"
VELEZ,RIVERA,C,NAYELI,"VELEZ RIVERA, NAYELI"
VERA,MORALES,C,JUAN,"VERA MORALES, JUAN"
GALINDO,CACERES,2,LUIS,"GALINDO CACERES, LUIS"
GONZALEZ,GOMEZ,1,CARMEN,"GONZALEZ GOMEZ, CARMEN"
HIERNAUX,NICOLAS,3,DANIEL,"HIERNAUX NICOLAS, DANIEL"
SCHMUKLER,sin apellido Materno,3,BEATRIZ,"SCHMUKLER sin apellido Materno, BEATRIZ"
GANDLER,sin apellido Materno,3,STEFAN,"GANDLER sin apellido Materno, STEFAN"
PONS,BONALS,1,LETICIA,"PONS BONALS, LETICIA"
BANDA,ORTIZ,1,HUMBERTO,"BANDA ORTIZ, HUMBERTO"
BARRERA,BASSOLS,2,NARCISO,"BARRERA BASSOLS, NARCISO"
SARSFIELD,ESCOBAR,1,RODOLFO,"SARSFIELD ESCOBAR, RODOLFO"
FLORES,CRESPO,2,PEDRO,"FLORES CRESPO, PEDRO"
LARA,GOMEZ,1,GRACIELA,"LARA GOMEZ, GRACIELA"
URBIOLA,SOLIS,1,ALEJANDRA,"URBIOLA SOLIS, ALEJANDRA"
HIRSCH,sin apellido Materno,2,JULIA,"HIRSCH sin apellido Materno, JULIA"
CABELLO,CERVANTES,1,LEON,"CABELLO CERVANTES, LEON"
RABELL,GARCIA,1,ENRIQUE,"RABELL GARCIA, ENRIQUE"
HERRERA,AGUILAR,1,MIRIAM,"HERRERA AGUILAR, MIRIAM"
KATO,VIDAL,1,ENRIQUE,"KATO VIDAL, ENRIQUE"
BELLO,GALLARDO,1,NOHEMI,"BELLO GALLARDO, NOHEMI"
GOMEZ,HERNANDEZ,2,DENISE,"GOMEZ HERNANDEZ, DENISE"
OBREGON,BIOSCA,2,SAUL,"OBREGON BIOSCA, SAUL"
PASTRANA,PALMA,1,ALBERTO,"PASTRANA PALMA, ALBERTO"
ESPINO,SANCHEZ,2,GERMAN,"ESPINO SANCHEZ, GERMAN"
TERVEN,SALINAS,1,ADRIANA,"TERVEN SALINAS, ADRIANA"
COVARRUBIAS,GONZALEZ,2,ISRAEL,"COVARRUBIAS GONZALEZ, ISRAEL"
MORGAN,BELTRAN,1,JOSEFINA,"MORGAN BELTRAN, JOSEFINA"
BELMONT,CORTES,1,EDGAR,"BELMONT CORTES, EDGAR"
MEZA,DE LUNA,1,MARIA,"MEZA DE LUNA, MARIA"
OSORIO,FRANCO,1,LORENA,"OSORIO FRANCO, LORENA"
HERNANDEZ,PEREZ,C,AMANDA,"HERNANDEZ PEREZ, AMANDA"
HURTADO,MALDONADO,C,JESUS,"HURTADO MALDONADO, JESUS"
SALINAS,GARCIA,1,ROLANDO,"SALINAS GARCIA, ROLANDO"
AVENDAÑO,GONZALEZ,1,LUIS,"AVENDAÑO GONZALEZ, LUIS"
NETTEL,BARRERA,C,ALINA,"NETTEL BARRERA, ALINA"
LARA,GUEVARA,C,ALBERTO,"LARA GUEVARA, ALBERTO"
HERNANDEZ,GUERRERO,1,JUAN,"HERNANDEZ GUERRERO, JUAN"
CHAVEZ,MORALES,1,UBALDO,"CHAVEZ MORALES, UBALDO"
RASCADO,PEREZ,1,JAVIER,"RASCADO PEREZ, JAVIER"
CORTES,ALVAREZ,C,YOLANDA,"CORTES ALVAREZ, YOLANDA"
ROMERO,ZEPEDA,C,JORGE,"ROMERO ZEPEDA, JORGE"
MORALES,GOMEZ,C,CLAUDIA,"MORALES GOMEZ, CLAUDIA"
RUIZ,CANIZALES,C,RAUL,"RUIZ CANIZALES, RAUL"
PEREZ,SOSA,C,FELIPE,"PEREZ SOSA, FELIPE"
CORRAL,VELAZQUEZ,C,GABRIEL,"CORRAL VELAZQUEZ, GABRIEL"
DEMMLER,sin apellido Materno,C,MICHAEL,"DEMMLER sin apellido Materno, MICHAEL"
GONZALEZ,JUAREZ,1,MARJA,"GONZALEZ JUAREZ, MARJA"
MARISCAL,URETA,1,KARLA,"MARISCAL URETA, KARLA"
URIBE,PINEDA,C,CANDI,"URIBE PINEDA, CANDI"
PEÑA,ESTRADA,C,CLAUDIA,"PEÑA ESTRADA, CLAUDIA"
ROJAS,NAVARRETE,C,DANIEL,"ROJAS NAVARRETE, DANIEL"
SOLORIO,SANTIAGO,C,EDUARDO,"SOLORIO SANTIAGO, EDUARDO"
ROSILLO,PANTOJA,C,IZARELLY,"ROSILLO PANTOJA, IZARELLY"
GUTIERREZ,SANCHEZ,C,HECTOR,"GUTIERREZ SANCHEZ, HECTOR"
GUERRERO,RAMIREZ,C,SANDRA,"GUERRERO RAMIREZ, SANDRA"
AGUADO,ROMERO,C,GABRIELA,"AGUADO ROMERO, GABRIELA"
MORA,MURO,C,JESUS,"MORA MURO, JESUS"
HATCH,KURI,C,GONZALO,"HATCH KURI, GONZALO"
HERNANDEZ,LOPEZ,C,MA,"HERNANDEZ LOPEZ, MA"
CASTAÑO,TOSTADO,2,EDUARDO,"CASTAÑO TOSTADO, EDUARDO"
BLANCARTE,SUAREZ,1,HERMINIO,"BLANCARTE SUAREZ, HERMINIO"
LOPEZ,LARA,1,TERESA,"LOPEZ LARA, TERESA"
VELAZQUEZ,CASTILLO,2,RODRIGO,"VELAZQUEZ CASTILLO, RODRIGO"
GONZALEZ,SOSA,1,ENRIQUE,"GONZALEZ SOSA, ENRIQUE"
KHMELNYTSKAYA,GERASIMOVA,1,KIRA,"KHMELNYTSKAYA GERASIMOVA, KIRA"
CORNEJO,PEREZ,1,OCTAVIO,"CORNEJO PEREZ, OCTAVIO"
SANTOS,CRUZ,2,JOSE,"SANTOS CRUZ, JOSE"
JERONIMO,CASTRO,1,JESUS,"JERONIMO CASTRO, JESUS"
GOMEZ,HERRERA,1,MARIA,"GOMEZ HERRERA, MARIA"
MAYEN,HERNANDEZ,1,SANDRA,"MAYEN HERNANDEZ, SANDRA"
LOPEZ,CALZADA,1,GABRIEL,"LOPEZ CALZADA, GABRIEL"
ESQUIVEL,ESCALANTE,1,KAREN,"ESQUIVEL ESCALANTE, KAREN"
CHAVEZ,ALEGRIA,1,OMAR,"CHAVEZ ALEGRIA, OMAR"
HUET,SOTO,1,ADOLFO,"HUET SOTO, ADOLFO"
DE MOURE,FLORES,1,FRANCISCO,"DE MOURE FLORES, FRANCISCO"
ALVAREZ,MARTINEZ,C,ROBERTO,"ALVAREZ MARTINEZ, ROBERTO"
JIMENEZ,LOPEZ,1,FRANCISCO,"JIMENEZ LOPEZ, FRANCISCO"
TREJO,ALONSO,C,JOSUE,"TREJO ALONSO, JOSUE"
ESTALA,ARIAS,C,SAMUEL,"ESTALA ARIAS, SAMUEL"
CERVANTES,CONTRERAS,C,ALDRIN,"CERVANTES CONTRERAS, ALDRIN"
HERNANDEZ,ALMADA,C,ALBERTO,"HERNANDEZ ALMADA, ALBERTO"
RIOS,VERA,C,RAFAEL,"RIOS VERA, RAFAEL"
PEREZ,GARCIA,C,CLAUDIA,"PEREZ GARCIA, CLAUDIA"
RESENDIZ,LOPEZ,C,EDER,"RESENDIZ LOPEZ, EDER"
LOPEZ,MIRANDA,C,JOSE,"LOPEZ MIRANDA, JOSE"
DIEZ MARTINEZ,DAY,2,MARIA,"DIEZ MARTINEZ DAY, MARIA"
MOYANO,Y PAHISSA,2,ANGELA,"MOYANO Y PAHISSA, ANGELA"
GUTIERREZ,GRAGEDA,2,BLANCA,"GUTIERREZ GRAGEDA, BLANCA"
MEYER,COSIO,1,FRANCISCO,"MEYER COSIO, FRANCISCO"
JACKSON,LEMBARK,2,DONNA,"JACKSON LEMBARK, DONNA"
HEKKING,sin apellido Materno,2,EWALD,"HEKKING sin apellido Materno, EWALD"
GONZALEZ,CARBAJAL,1,JOSE,"GONZALEZ CARBAJAL, JOSE"
ESTEBAN,CLOQUELL,2,JOSE,"ESTEBAN CLOQUELL, JOSE"
IBARRA,RIVAS,1,LUIS,"IBARRA RIVAS, LUIS"
GIMENEZ,GATTO,1,FABIAN,"GIMENEZ GATTO, FABIAN"
ALVARADO,CASTELLANOS,1,MONICA,"ALVARADO CASTELLANOS, MONICA"
LEPE,LIRA,1,LUZ,"LEPE LIRA, LUZ"
LANDA,FONSECA,1,CECILIA,"LANDA FONSECA, CECILIA"
MORENO,ROMO,1,JUAN,"MORENO ROMO, JUAN"
LOPEZ,sin apellido Materno,1,CECILIA,"LOPEZ sin apellido Materno, CECILIA"
OCHOA,CERVANTES,1,AZUCENA,"OCHOA CERVANTES, AZUCENA"
AVILA,JUAREZ,1,JOSE,"AVILA JUAREZ, JOSE"
GONZALEZ,DE LUNA,1,EDUARDO,"GONZALEZ DE LUNA, EDUARDO"
RODRIGUEZ,S,1,IGNACIO,"RODRIGUEZ S, IGNACIO"
ALARCON,NEVE,1,LUISA,"ALARCON NEVE, LUISA"
BELLORO,sin apellido Materno,1,VALERIA,"BELLORO sin apellido Materno, VALERIA"
ARGUELLES,FERNANDEZ,1,GERARDO,"ARGUELLES FERNANDEZ, GERARDO"
SOLIS,HERNANDEZ,1,OLIVA,"SOLIS HERNANDEZ, OLIVA"
VAZQUEZ,ESTRADA,1,DAVID,"VAZQUEZ ESTRADA, DAVID"
CARRILLO,JUAREZ,1,CARMEN,"CARRILLO JUAREZ, CARMEN"
BAUTISTA,BOTELLO,1,MA.,"BAUTISTA BOTELLO, MA."
ARELLANO,RODRIGUEZ,1,JOSE,"ARELLANO RODRIGUEZ, JOSE"
KEFERSTEIN,CABALLERO,C,LUTZ,"KEFERSTEIN CABALLERO, LUTZ"
MEDELLIN,GOMEZ,C,ADRIANA,"MEDELLIN GOMEZ, ADRIANA"
HESS,ZIMMERMANN,1,KARINA,"HESS ZIMMERMANN, KARINA"
ANDRADE,CAZARES,C,ROCIO,"ANDRADE CAZARES, ROCIO"
DE LA MORA,GUTIERREZ,C,JULIANA,"DE LA MORA GUTIERREZ, JULIANA"
AVILA,BARBA,1,MAURICIO,"AVILA BARBA, MAURICIO"
AVECILLA,RAMIREZ,C,GLORIA,"AVECILLA RAMIREZ, GLORIA"
DUERING,CUFRE,1,EMILIANO,"DUERING CUFRE, EMILIANO"
CARRASCO,ORTIZ,C,ELIA,"CARRASCO ORTIZ, ELIA"
GARBUS,sin apellido Materno,C,PAMELA,"GARBUS sin apellido Materno, PAMELA"
VELASQUEZ,UPEGUI,1,EVA,"VELASQUEZ UPEGUI, EVA"
ORTEGA,MARTINEZ,C,MARIA,"ORTEGA MARTINEZ, MARIA"
PLATA,VAZQUEZ,C,JOSE,"PLATA VAZQUEZ, JOSE"
RAMIREZ,LUENGO,2,JOSE,"RAMIREZ LUENGO, JOSE"
GROVAS,HAJJ,1,VICTOR,"GROVAS HAJJ, VICTOR"
ESCUDERO,NAHON,C,ALEXANDRO,"ESCUDERO NAHON, ALEXANDRO"
AKE,TEC,C,LILIA,"AKE TEC, LILIA"
CEJA,ANDRADE,C,CLAUDIA,"CEJA ANDRADE, CLAUDIA"
HERNANDEZ,RODRIGUEZ,C,VERONICA,"HERNANDEZ RODRIGUEZ, VERONICA"
MEDELLIN,GOMEZ,C,ANA,"MEDELLIN GOMEZ, ANA"
DIAZ,ZEPEDA,C,ALEJANDRA,"DIAZ ZEPEDA, ALEJANDRA"
DIAZ,MEJIA,1,MARIA,"DIAZ MEJIA, MARIA"
PACE,sin apellido Materno,C,RICCARDO,"PACE sin apellido Materno, RICCARDO"
POSADAS,JUAREZ,C,JOSE,"POSADAS JUAREZ, JOSE"
FLORES,GUTIERREZ,C,AVATAR,"FLORES GUTIERREZ, AVATAR"
LOPEZ,CAJUN,2,CARLOS,"LOPEZ CAJUN, CARLOS"
HORTA,RANGEL,1,JAIME,"HORTA RANGEL, JAIME"
ROJAS,GONZALEZ,1,EDUARDO,"ROJAS GONZALEZ, EDUARDO"
JAUREGUI,CORREA,3,JUAN,"JAUREGUI CORREA, JUAN"
ROMERO,TRONCOSO,3,RENE,"ROMERO TRONCOSO, RENE"
HERRERA,RUIZ,3,GILBERTO,"HERRERA RUIZ, GILBERTO"
TEROL,VILLALOBOS,2,IVAN,"TEROL VILLALOBOS, IVAN"
REYES,VEGA,1,MARIA,"REYES VEGA, MARIA"
HERNANDEZ,ZARAGOZA,1,JUAN,"HERNANDEZ ZARAGOZA, JUAN"
PEREZ,MORENO,1,VICTOR,"PEREZ MORENO, VICTOR"
NAVA,MENDOZA,2,RUFINO,"NAVA MENDOZA, RUFINO"
VARGAS,SOTO,1,JOSE,"VARGAS SOTO, JOSE"
PEDRAZA,ORTEGA,1,JESUS,"PEDRAZA ORTEGA, JESUS"
PEREZ,REA,1,MARIA,"PEREZ REA, MARIA"
HERNANDEZ,GUZMAN,1,VICTOR,"HERNANDEZ GUZMAN, VICTOR"
GORROSTIETA,HURTADO,1,EFREN,"GORROSTIETA HURTADO, EFREN"
GUTIERREZ,LOPEZ,1,MARTIN,"GUTIERREZ LOPEZ, MARTIN"
DOMINGUEZ,GONZALEZ,1,AURELIO,"DOMINGUEZ GONZALEZ, AURELIO"
MENDIOLA,SANTIBANEZ,1,JORGE,"MENDIOLA SANTIBANEZ, JORGE"
PENICHE,VERA,1,REBECA,"PENICHE VERA, REBECA"
OSORNIO,RIOS,2,ROQUE,"OSORNIO RIOS, ROQUE"
GOMEZ,LOENZO,1,ROBERTO,"GOMEZ LOENZO, ROBERTO"
GUTIERREZ,ANTONIO,1,CLAUDIA,"GUTIERREZ ANTONIO, CLAUDIA"
RICO,GARCIA,1,ENRIQUE,"RICO GARCIA, ENRIQUE"
VARGAS,VAZQUEZ,1,DAMIAN,"VARGAS VAZQUEZ, DAMIAN"
RIVAS,ARAIZA,1,EDGAR,"RIVAS ARAIZA, EDGAR"
RIOS,MORENO,1,JOSE,"RIOS MORENO, JOSE"
TREJO,PEREA,1,MARIO,"TREJO PEREA, MARIO"
MORALES,HERNANDEZ,1,LUIS,"MORALES HERNANDEZ, LUIS"
RAMOS,ARREGUIN,1,JUAN,"RAMOS ARREGUIN, JUAN"
BENITEZ,RANGEL,1,JUAN,"BENITEZ RANGEL, JUAN"
ACEVES,FERNANDEZ,1,MARCO,"ACEVES FERNANDEZ, MARCO"
LEDESMA,GARCIA,1,JANET,"LEDESMA GARCIA, JANET"
GOMEZ,MELENDEZ,1,DOMINGO,"GOMEZ MELENDEZ, DOMINGO"
GAYTAN,MARTINEZ,1,MARCELA,"GAYTAN MARTINEZ, MARCELA"
CHAVEZ,GARCIA,1,CARLOS,"CHAVEZ GARCIA, CARLOS"
SOTO,ZARAZUA,1,GENARO,"SOTO ZARAZUA, GENARO"
ELIZALDE,PEÑA,1,EDUARDO,"ELIZALDE PEÑA, EDUARDO"
TOLEDANO,AYALA,1,MANUEL,"TOLEDANO AYALA, MANUEL"
REYES,ARAIZA,1,JOSE,"REYES ARAIZA, JOSE"
MORALES,VELAZQUEZ,1,LUIS,"MORALES VELAZQUEZ, LUIS"
MACIAS,BOBADILLA,1,GONZALO,"MACIAS BOBADILLA, GONZALO"
RIVAS,GANDARA,1,SANDRA,"RIVAS GANDARA, SANDRA"
RIVERA,GUILLEN,1,JESUS,"RIVERA GUILLEN, JESUS"
CONTRERAS,PADILLA,1,MARGARITA,"CONTRERAS PADILLA, MARGARITA"
RODRIGUEZ,RESENDIZ,1,JUVENAL,"RODRIGUEZ RESENDIZ, JUVENAL"
CARRILLO,SERRANO,1,ROBERTO,"CARRILLO SERRANO, ROBERTO"
TOVAR,ARRIAGA,1,SAUL,"TOVAR ARRIAGA, SAUL"
GUZMAN,MARTINEZ,1,CARLOS,"GUZMAN MARTINEZ, CARLOS"
GUERRA,BALCAZAR,1,MINERVA,"GUERRA BALCAZAR, MINERVA"
ALVAREZ,LOPEZ,1,ALEJANDRA,"ALVAREZ LOPEZ, ALEJANDRA"
HERRERA,NAVARRO,1,ANA,"HERRERA NAVARRO, ANA"
AMEZQUITA,SANCHEZ,1,JUAN,"AMEZQUITA SANCHEZ, JUAN"
CONTRERAS,MEDINA,1,LUIS,"CONTRERAS MEDINA, LUIS"
VALLEJO,BECERRA,1,VANESSA,"VALLEJO BECERRA, VANESSA"
PEREZ,SOTO,C,GERARDO,"PEREZ SOTO, GERARDO"
GARDUÑO,APARICIO,1,MARIANO,"GARDUÑO APARICIO, MARIANO"
ACOSTA,SILVA,1,YULIANA,"ACOSTA SILVA, YULIANA"
VALTIERRA,RODRIGUEZ,1,MARTIN,"VALTIERRA RODRIGUEZ, MARTIN"
HERNANDEZ,MENDOZA,C,CHRISTIAN,"HERNANDEZ MENDOZA, CHRISTIAN"
THENOZHI,sin apellido Materno,1,SURESH,"THENOZHI sin apellido Materno, SURESH"
ALATORRE,JACOME,C,OSCAR,"ALATORRE JACOME, OSCAR"
JAEN,CUELLAR,C,ARTURO,"JAEN CUELLAR, ARTURO"
MEJIA,UGALDE,C,MARIO,"MEJIA UGALDE, MARIO"
DE LIRA,FLORES,C,JULIO,"DE LIRA FLORES, JULIO"
MENDEZ,LOPEZ,C,ARTURO,"MENDEZ LOPEZ, ARTURO"
CORDOVA,ESPARZA,1,DIANA,"CORDOVA ESPARZA, DIANA"
MARASAMY,sin apellido Materno,C,LATHA,"MARASAMY sin apellido Materno, LATHA"
RASU,CHETTIAR,C,ARUNA,"RASU CHETTIAR, ARUNA"
GONZALEZ,CRUZ,C,CLAUDIA,"GONZALEZ CRUZ, CLAUDIA"
ROSADO,LORIA,3,JORGE,"ROSADO LORIA, JORGE"
GARCIA,GASCA,2,MARGARITA,"GARCIA GASCA, MARGARITA"
ROJAS,MOLINA,2,JUANA,"ROJAS MOLINA, JUANA"
HERNANDEZ,MONTIEL,1,HEBERT,"HERNANDEZ MONTIEL, HEBERT"
GARCIA,SOLIS,2,PABLO,"GARCIA SOLIS, PABLO"
SOLIS,SAINZ,1,JUAN,"SOLIS SAINZ, JUAN"
ROBLES,OSORIO,1,MA.,"ROBLES OSORIO, MA."
VILLAGRAN,HERRERA,1,MA.,"VILLAGRAN HERRERA, MA."
GARCIA,GUTIERREZ,1,MARIA,"GARCIA GUTIERREZ, MARIA"
RODRIGUEZ,MENDEZ,1,ADRIANA,"RODRIGUEZ MENDEZ, ADRIANA"
CAAMAÑO,PEREZ,1,MARIA,"CAAMAÑO PEREZ, MARIA"
ELTON,PUENTE,C,JUANA,"ELTON PUENTE, JUANA"
LUNA,MORENO,C,ALMA,"LUNA MORENO, ALMA"
VERGARA,CASTAÑEDA,1,HAYDE,"VERGARA CASTAÑEDA, HAYDE"
ALCOCER,GAMBA,1,MARCO,"ALCOCER GAMBA, MARCO"
HERNANDEZ,CHAN,1,NANCY,"HERNANDEZ CHAN, NANCY"
BERMUDEZ,PEÑA,1,MARIA,"BERMUDEZ PEÑA, MARIA"
GARCIA,MEDINA,C,NADIA,"GARCIA MEDINA, NADIA"
CARVAJAL,GAMEZ,C,BERTHA,"CARVAJAL GAMEZ, BERTHA"
REYES,LOPEZ,C,JULIAN,"REYES LOPEZ, JULIAN"
AVALOS,SORIANO,C,ANAGUIVEN,"AVALOS SORIANO, ANAGUIVEN"
MENDEZ,VILLA,C,LORENA,"MENDEZ VILLA, LORENA"
DOMINGUEZ,PEREZ,C,RUBEN,"DOMINGUEZ PEREZ, RUBEN"
SANCHEZ,OLEA,1,ROBERTO,"SANCHEZ OLEA, ROBERTO"
LEYVA,RAMOS,2,ELISA,"LEYVA RAMOS, ELISA"
CALERA,MEDINA,1,MONICA,"CALERA MEDINA, MONICA"
QUEZADA,CALVILLO,2,ROBERTO,"QUEZADA CALVILLO, ROBERTO"
